"","contig_id","contig_length","genome_copies","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","provirus","termini","warnings","Annotation","Annotation_lineage"
"2389","NODE_633_length_3039_cov_2_262998_S010-123",3039,1,9,1,0,"Low-quality","Genome-fragment",4.36,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2390","NODE_706_length_2833_cov_5_332003_S010-123",2833,1,3,3,0,"Low-quality","Genome-fragment",6.59,"AAI-based",0,"No","","","Streptococcus phage Javan214","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2391","NODE_744_length_2749_cov_5_394835_S010-123",2749,1,3,3,0,"Low-quality","Genome-fragment",6.68,"AAI-based",0,"No","","","Streptococcus phage IPP8","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2392","NODE_745_length_2748_cov_3_577686_S010-123",2748,1,4,4,0,"Low-quality","Genome-fragment",6.83,"AAI-based",0,"No","","","Enterobacteria phage CUS-3","Viruses; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus"
"2393","NODE_778_length_2682_cov_3_473321_S010-123",2682,1,5,1,0,"Low-quality","Genome-fragment",3.4,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2394","NODE_825_length_2594_cov_3_470799_S010-123",2594,1,3,0,0,"Not-determined","Genome-fragment",NA,NA,0,"No","","'no viral genes detected'","Erysipelothrix phage phi1605","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2395","NODE_836_length_2573_cov_7_905048_S010-123",2573,1,6,5,0,"Low-quality","Genome-fragment",6.66,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2396","NODE_856_length_2529_cov_11_839315_S010-123",2529,1,5,1,0,"Low-quality","Genome-fragment",2.86,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2397","NODE_887_length_2481_cov_5_077787_S010-123",2481,1,6,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2398","NODE_900_length_2464_cov_3_953498_S010-123",2464,1,3,1,1,"Low-quality","Genome-fragment",6.76,"AAI-based",0,"No","","","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2399","NODE_996_length_2337_cov_7_318584_S010-123",2337,1,7,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"2400","NODE_1134_length_2108_cov_3_928607_S010-123",2108,1,4,3,0,"Low-quality","Genome-fragment",5.37,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2401","NODE_1135_length_2105_cov_4_088757_S010-123",2105,1,4,4,0,"Low-quality","Genome-fragment",4.42,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2402","NODE_1214_length_2013_cov_3_406508_S010-123",2013,1,3,1,0,"Low-quality","Genome-fragment",4.36,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2403","NODE_1219_length_2009_cov_2_001553_S010-123",2009,1,2,1,0,"Low-quality","Genome-fragment",5.34,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2404","NODE_1248_length_1962_cov_4_066844_S010-123",1962,1,5,5,0,"Low-quality","Genome-fragment",5.01,"AAI-based",0,"No","","","Streptococcus phage EJ-1","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2405","NODE_1258_length_1947_cov_4_026738_S010-123",1947,1,3,3,0,"Low-quality","Genome-fragment",4.54,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2406","NODE_1389_length_1794_cov_3_201514_S010-123",1794,1,3,3,0,"Low-quality","Genome-fragment",3.81,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2407","NODE_1390_length_1794_cov_3_075131_S010-123",1794,1,3,0,0,"Low-quality","Genome-fragment",3.93,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2408","NODE_1427_length_1752_cov_2_243582_S010-123",1752,1,3,2,0,"Low-quality","Genome-fragment",3.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2409","NODE_1430_length_1747_cov_3_631138_S010-123",1747,1,4,1,0,"Low-quality","Genome-fragment",3.69,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2410","NODE_1439_length_1743_cov_2_206483_S010-123",1743,1,4,1,0,"Low-quality","Genome-fragment",4.76,"AAI-based",0,"No","","","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2411","NODE_1477_length_1714_cov_3_052535_S010-123",1714,1,3,1,0,"Low-quality","Genome-fragment",4.49,"AAI-based",0,"No","","","Streptococcus phage Javan308","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2412","NODE_1494_length_1698_cov_4_106724_S010-123",1698,1,3,1,0,"Low-quality","Genome-fragment",4.19,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2413","NODE_1509_length_1687_cov_4_286335_S010-123",1687,1,3,0,0,"Low-quality","Genome-fragment",2.24,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2414","NODE_1626_length_1593_cov_2_821240_S010-123",1593,1,4,1,0,"Low-quality","Genome-fragment",4.37,"AAI-based",0,"No","","","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2415","NODE_1649_length_1574_cov_2_043420_S010-123",1574,1,3,0,0,"Low-quality","Genome-fragment",4.3,"AAI-based",0,"No","","'no viral genes detected'","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2416","NODE_1673_length_1554_cov_1_425863_S010-123",1554,1,3,0,0,"Low-quality","Genome-fragment",4.24,"AAI-based",0,"No","","'no viral genes detected'","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2417","NODE_1939_length_1363_cov_6_729393_S010-123",1363,1,3,1,0,"Low-quality","Genome-fragment",3.38,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2418","NODE_1973_length_1342_cov_5_751779_S010-123",1342,1,4,4,0,"Low-quality","Genome-fragment",3.15,"AAI-based",0,"No","","","Streptococcus phage Javan214","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2419","NODE_2036_length_1302_cov_2_374694_S010-123",1302,1,1,0,0,"Low-quality","Genome-fragment",3.57,"AAI-based",0,"No","","'no viral genes detected'","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2420","NODE_2081_length_1282_cov_6_678838_S010-123",1282,1,5,2,0,"Low-quality","Genome-fragment",3.2,"AAI-based",0,"No","","","Streptococcus phage Javan253","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2421","NODE_2189_length_1233_cov_3_448962_S010-123",1233,1,4,2,0,"Low-quality","Genome-fragment",3.16,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2422","NODE_6_length_30936_cov_12_379111_S010-133",30936,1,36,7,2,"Low-quality","Genome-fragment",34.29,"AAI-based",0,"No","","","Escherichia phage D6","Viruses; Caudovirales; Myoviridae; Punavirus; unclassified Punavirus"
"2423","NODE_22_length_11165_cov_9_284812_S010-133",11165,1,17,3,0,"Low-quality","Genome-fragment",12.4,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2424","NODE_29_length_7862_cov_10_272062_S010-133",7862,1,16,9,0,"Low-quality","Genome-fragment",15.67,"AAI-based",0,"No","","","Enterobacteria phage mEp460","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2425","NODE_38_length_6563_cov_5_276442_S010-133",6563,1,10,0,0,"Low-quality","Genome-fragment",12,"AAI-based",0,"No","","'no viral genes detected'","Streptococcus phage Javan105","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2426","NODE_40_length_6312_cov_9_821973_S010-133",6312,1,7,1,0,"Low-quality","Genome-fragment",6.98,"AAI-based",0,"No","","","Escherichia phage D6","Viruses; Caudovirales; Myoviridae; Punavirus; unclassified Punavirus"
"2427","NODE_75_length_3948_cov_11_986087_S010-133",3948,1,4,4,0,"Low-quality","Genome-fragment",4.53,"AAI-based",0,"No","","","Escherichia phage D6","Viruses; Caudovirales; Myoviridae; Punavirus; unclassified Punavirus"
"2428","NODE_80_length_3837_cov_25_408777_S010-133",3837,1,9,9,0,"Low-quality","Genome-fragment",12.46,"AAI-based",0,"No","","","Lactococcus phage ASCC454","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2429","NODE_88_length_3624_cov_21_051029_S010-133",3624,1,4,1,0,"Low-quality","Genome-fragment",3.88,"AAI-based",0,"No","","","Escherichia phage D6","Viruses; Caudovirales; Myoviridae; Punavirus; unclassified Punavirus"
"2430","NODE_103_length_3441_cov_9_087099_S010-133",3441,1,6,2,0,"Low-quality","Genome-fragment",3.82,"AAI-based",0,"No","","","Escherichia phage D6","Viruses; Caudovirales; Myoviridae; Punavirus; unclassified Punavirus"
"2431","NODE_220_length_2477_cov_4_750000_S010-133",2477,1,6,3,0,"Low-quality","Genome-fragment",6.58,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2432","NODE_271_length_2220_cov_41_000467_S010-133",2220,1,8,7,0,"Low-quality","Genome-fragment",7.21,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiLj","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2433","NODE_316_length_2053_cov_19_254049_S010-133",2053,1,2,2,0,"Low-quality","Genome-fragment",6.69,"AAI-based",0,"No","","","Lactococcus phage 79201","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2434","NODE_636_length_1358_cov_43_846995_S010-133",1358,1,1,1,0,"Low-quality","Genome-fragment",4.43,"AAI-based",0,"No","","","Lactococcus phage 66901","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2435","NODE_1741_length_734_cov_4_340944_S010-133",734,1,2,1,0,"Low-quality","Genome-fragment",2.41,"AAI-based",0,"No","","","Lactococcus virus Sl4","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2436","NODE_3_length_78080_cov_263_301091_S010-136",78080,1,107,74,1,"High-quality","High-quality",100,"AAI-based",0,"No","","'contig 1.69x length of matched reference'","Caudovirales","Caudovirales"
"2437","NODE_4_length_64877_cov_55_700664_S010-136",64877,1,88,20,2,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2438","NODE_6_length_53511_cov_231_009339_S010-136",53511,1,83,29,0,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"2439","NODE_8_length_45087_cov_29_698623_S010-136",45087,1,62,16,0,"High-quality","High-quality",98.24,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2440","NODE_11_length_42207_cov_35_559459_S010-136",42207,1,60,27,0,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2441","NODE_12_length_41782_cov_35_588203_S010-136",41782,1,61,27,1,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"2442","NODE_13_length_40646_cov_33_954793_S010-136",40646,1,50,3,1,"High-quality","High-quality",93.4,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2443","NODE_14_length_39752_cov_298_983289_S010-136",39752,1,63,22,1,"High-quality","High-quality",96.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2444","NODE_16_length_37807_cov_79_958892_S010-136",37807,1,59,16,1,"Complete","High-quality",96.33,"AAI-based",0,"No","77-bp-DTR","","Caudovirales","Caudovirales"
"2445","NODE_17_length_37350_cov_19_434738_S010-136",37350,1,56,19,1,"High-quality","High-quality",94.95,"AAI-based",0,"No","","","Clostridium phage vB_CpeS-CP51","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2446","NODE_18_length_35952_cov_174_895498_S010-136",35952,1,54,15,1,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2447","NODE_22_length_34373_cov_113_622871_S010-136",34373,1,61,20,1,"High-quality","High-quality",100,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2448","NODE_25_length_33183_cov_86_180783_S010-136",33183,1,43,15,1,"Medium-quality","Genome-fragment",84.49,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2449","NODE_27_length_30294_cov_12_438528_S010-136",30294,1,37,20,1,"Medium-quality","Genome-fragment",73.74,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2450","NODE_28_length_29091_cov_118_183498_S010-136",29091,1,53,15,2,"Medium-quality","Genome-fragment",79.63,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2451","NODE_35_length_23444_cov_218_338084_S010-136",23444,1,42,10,1,"Medium-quality","Genome-fragment",59.54,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2452","NODE_38_length_21236_cov_21_429793_S010-136",21236,1,38,3,2,"Medium-quality","Genome-fragment",50.7,"AAI-based",6.13,"Yes","","","Caudovirales","Caudovirales"
"2453","NODE_41_length_20512_cov_9_561047_S010-136",20512,1,42,16,0,"Low-quality","Genome-fragment",20.61,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2454","NODE_66_length_15648_cov_1139_625329_S010-136",15648,1,17,11,0,"Low-quality","Genome-fragment",39.2,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2455","NODE_75_length_14983_cov_29_515497_S010-136",14983,1,21,14,0,"Low-quality","Genome-fragment",42.81,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2456","NODE_79_length_14600_cov_11_631206_S010-136",14600,1,17,12,0,"Low-quality","Genome-fragment",26.84,"AAI-based",0,"No","","","Faecalibacterium phage FP_Toutatis","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2457","NODE_94_length_12117_cov_334_037874_S010-136",12117,1,19,11,0,"Low-quality","Genome-fragment",22.89,"AAI-based",0,"No","","","Stx2-converting phage Stx2a_WGPS2","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2458","NODE_105_length_11172_cov_15_262911_S010-136",11172,1,22,2,1,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2459","NODE_157_length_9133_cov_12_442690_S010-136",9133,1,16,8,0,"Low-quality","Genome-fragment",16.3,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2460","NODE_169_length_8659_cov_252_549056_S010-136",8659,1,22,19,0,"Low-quality","Genome-fragment",28.11,"AAI-based",0,"No","","","Lactococcus phage ASCC284","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2461","NODE_179_length_8495_cov_14_395937_S010-136",8495,1,8,0,5,"Low-quality","Genome-fragment",8.27,"AAI-based",0,"No","","'no viral genes detected'","Bacillus phage proCM3","Viruses; Caudovirales; Siphoviridae; Lwoffvirus; unclassified Lwoffvirus"
"2462","NODE_197_length_7780_cov_13_499546_S010-136",7780,1,10,5,0,"Low-quality","Genome-fragment",14.17,"AAI-based",0,"No","","","Faecalibacterium phage FP_Toutatis","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2463","NODE_221_length_7286_cov_5_490914_S010-136",7286,1,15,13,0,"Low-quality","Genome-fragment",17.62,"AAI-based",0,"No","","","Streptococcus phage DCC1738","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2464","NODE_225_length_7200_cov_12_723010_S010-136",7200,1,7,2,0,"Low-quality","Genome-fragment",12.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2465","NODE_248_length_6889_cov_111_954345_S010-136",6889,1,12,11,0,"Low-quality","Genome-fragment",22.35,"AAI-based",0,"No","","","Lactococcus phage 56301","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2466","NODE_280_length_6405_cov_17_387800_S010-136",6405,1,7,3,0,"Low-quality","Genome-fragment",11.42,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2467","NODE_309_length_6131_cov_8_026924_S010-136",6131,1,15,3,1,"Low-quality","Genome-fragment",18.85,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2468","NODE_322_length_5993_cov_76_211968_S010-136",5993,1,8,8,0,"Low-quality","Genome-fragment",19.48,"AAI-based",0,"No","","","Lactococcus phage 79201","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2469","NODE_342_length_5832_cov_17_652302_S010-136",5832,1,7,4,0,"Complete","High-quality",100,"AAI-based",0,"No","77-bp-DTR","","Microviridae","Microviridae"
"2470","NODE_377_length_5631_cov_9_205438_S010-136",5631,1,19,0,0,"Low-quality","Genome-fragment",6.6,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2471","NODE_415_length_5376_cov_6_058313_S010-136",5376,1,6,5,0,"Low-quality","Genome-fragment",14.26,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2472","NODE_433_length_5276_cov_57_091748_S010-136",5276,1,6,6,0,"Low-quality","Genome-fragment",17.13,"AAI-based",0,"No","","","Lactococcus phage ASCC284","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2473","NODE_438_length_5250_cov_89_873768_S010-136",5250,1,6,6,0,"Low-quality","Genome-fragment",17.12,"AAI-based",0,"No","","","Lactococcus phage 37201","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2474","NODE_468_length_5071_cov_97_201842_S010-136",5071,1,10,2,1,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2475","NODE_538_length_4729_cov_9_296002_S010-136",4729,1,6,4,0,"Low-quality","Genome-fragment",11.94,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2476","NODE_593_length_4483_cov_107_613255_S010-136",4483,1,13,12,0,"Low-quality","Genome-fragment",14.56,"AAI-based",0,"No","","","Lactococcus phage LP0004c","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2477","NODE_617_length_4388_cov_11_269775_S010-136",4388,1,11,4,0,"Low-quality","Genome-fragment",11.78,"AAI-based",0,"No","","","Escherichia phage D108","Viruses; Caudovirales; Myoviridae; Muvirus; unclassified Muvirus"
"2478","NODE_633_length_4333_cov_11_198073_S010-136",4333,1,7,0,0,"Low-quality","Genome-fragment",7.74,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2479","NODE_781_length_3915_cov_10_972381_S010-136",3915,1,9,6,0,"Low-quality","Genome-fragment",11.72,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2480","NODE_789_length_3907_cov_173_739687_S010-136",3907,1,5,5,0,"Low-quality","Genome-fragment",12.69,"AAI-based",0,"No","","","Lactococcus phage phi15","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2481","NODE_796_length_3899_cov_77_919676_S010-136",3899,1,11,11,0,"Low-quality","Genome-fragment",12.64,"AAI-based",0,"No","","","Lactococcus phage jm2","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2482","NODE_817_length_3833_cov_5_427316_S010-136",3833,1,8,3,0,"Low-quality","Genome-fragment",10.48,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2483","NODE_818_length_3832_cov_7_887883_S010-136",3832,1,8,1,0,"Low-quality","Genome-fragment",6.96,"AAI-based",0,"No","","","Faecalibacterium phage FP_Toutatis","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2484","NODE_871_length_3708_cov_15_275131_S010-136",3708,1,8,1,0,"Low-quality","Genome-fragment",9.61,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2485","NODE_947_length_3554_cov_11_561116_S010-136",3554,1,11,4,0,"Low-quality","Genome-fragment",6.67,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2486","NODE_1041_length_3374_cov_4_666970_S010-136",3374,1,6,0,0,"Low-quality","Genome-fragment",9.21,"AAI-based",0,"No","","'no viral genes detected'","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2487","NODE_1093_length_3280_cov_33_078364_S010-136",3280,1,4,4,0,"Low-quality","Genome-fragment",10.7,"AAI-based",0,"No","","","Lactococcus phage 51701","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2488","NODE_1117_length_3235_cov_7_899937_S010-136",3235,1,5,2,0,"Low-quality","Genome-fragment",5.77,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2489","NODE_1172_length_3162_cov_13_194814_S010-136",3162,1.3,2,0,1,"Low-quality","Genome-fragment",4.96,"AAI-based",0,"No","","'no viral genes detected'; '1.3 genome copies may indicate assembly artifact'","Caudovirales","Caudovirales"
"2490","NODE_1173_length_3161_cov_21_663100_S010-136",3161,1,9,0,0,"Low-quality","Genome-fragment",5.64,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2491","NODE_1190_length_3131_cov_15_006549_S010-136",3131,1,5,0,0,"Low-quality","Genome-fragment",5.74,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2492","NODE_1196_length_3126_cov_107_694326_S010-136",3126,1,7,2,0,"Low-quality","Genome-fragment",8.66,"AAI-based",0,"No","","","NoAnnotation","NoAnnotation"
"2493","NODE_1330_length_2946_cov_9_803067_S010-136",2946,1,3,0,0,"Low-quality","Genome-fragment",6.39,"AAI-based",0,"No","","'no viral genes detected'","Clostridium phage HM T","Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae"
"2494","NODE_1365_length_2907_cov_10_624382_S010-136",2907,1,8,1,0,"Low-quality","Genome-fragment",7.83,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2495","NODE_1438_length_2838_cov_8_687432_S010-136",2838,1,5,1,0,"Low-quality","Genome-fragment",7.2,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2496","NODE_1454_length_2822_cov_28_633880_S010-136",2822,1,5,5,0,"Low-quality","Genome-fragment",3.17,"AAI-based",0,"No","","","Lactococcus phage CaseusJM1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2497","NODE_1482_length_2793_cov_10_128130_S010-136",2793,1,7,3,0,"Low-quality","Genome-fragment",3.6,"AAI-based",0,"No","","","Enterobacteria phage phiP27","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2498","NODE_1536_length_2743_cov_4_258440_S010-136",2743,1,3,1,0,"Low-quality","Genome-fragment",7.49,"AAI-based",0,"No","","","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2499","NODE_1806_length_2493_cov_6_728891_S010-136",2493,1,3,1,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2500","NODE_1853_length_2453_cov_3_836279_S010-136",2453,1,8,3,0,"Low-quality","Genome-fragment",6.3,"AAI-based",0,"No","","","Streptococcus phage EJ-1","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2501","NODE_1988_length_2335_cov_5_933570_S010-136",2335,1,3,2,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","",""
"2502","NODE_1989_length_2334_cov_3_740363_S010-136",2334,1,4,0,4,"Low-quality","Genome-fragment",1.74,"AAI-based",0,"No","","'no viral genes detected'","Caudovirales","Caudovirales"
"2503","NODE_2100_length_2261_cov_7_222070_S010-136",2261,1,4,0,0,"Low-quality","Genome-fragment",4.43,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"2504","NODE_2203_length_2189_cov_104_787405_S010-136",2189,1,4,4,0,"Low-quality","Genome-fragment",7.09,"AAI-based",0,"No","","","Lactococcus lactis phage P475","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2505","NODE_2268_length_2145_cov_12_033366_S010-136",2145,1,4,3,0,"Low-quality","Genome-fragment",NA,"HMM-based",0,"No","","","Caudovirales","Caudovirales"
"2506","NODE_2308_length_2123_cov_8_019062_S010-136",2123,1,3,3,0,"Low-quality","Genome-fragment",6.52,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2507","NODE_2329_length_2112_cov_3_672236_S010-136",2112,1,6,2,0,"Low-quality","Genome-fragment",5.79,"AAI-based",0,"No","","","Faecalibacterium phage FP_Mushu","Viruses; Caudovirales; Myoviridae; unclassified Myoviridae"
"2508","NODE_2418_length_2062_cov_3_417128_S010-136",2062,1,7,0,0,"Low-quality","Genome-fragment",5.3,"AAI-based",0,"No","","'no viral genes detected'","NoAnnotation","NoAnnotation"
"2509","NODE_2468_length_2031_cov_3_133060_S010-136",2031,1,2,2,0,"Low-quality","Genome-fragment",5.36,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2510","NODE_2479_length_2024_cov_237_088341_S010-136",2024,1,4,4,0,"Low-quality","Genome-fragment",6.58,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiC0139","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2511","NODE_2482_length_2023_cov_196_504111_S010-136",2023,1,5,5,0,"Low-quality","Genome-fragment",6.57,"AAI-based",0,"No","","","Lactococcus phage vB_Llc_bIBB14s","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2512","NODE_2483_length_2023_cov_5_518499_S010-136",2023,1,2,2,0,"Low-quality","Genome-fragment",3.73,"AAI-based",0,"No","","","Lactococcus virus CB13","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2513","NODE_2515_length_2007_cov_5_661140_S010-136",2007,1,4,2,0,"Low-quality","Genome-fragment",5.23,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2514","NODE_2541_length_1991_cov_5_428945_S010-136",1991,1,3,2,0,"Low-quality","Genome-fragment",5.21,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2515","NODE_2759_length_1864_cov_6_018467_S010-136",1864,1,5,4,0,"Low-quality","Genome-fragment",4.83,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2516","NODE_2807_length_1844_cov_50_044143_S010-136",1844,1,4,3,0,"Low-quality","Genome-fragment",5.96,"AAI-based",0,"No","","","Lactococcus phage ASCC454","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
"2517","NODE_2925_length_1786_cov_5_483324_S010-136",1786,1,4,1,0,"Low-quality","Genome-fragment",2.98,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2518","NODE_2962_length_1770_cov_5_859421_S010-136",1770,1,4,3,0,"Low-quality","Genome-fragment",2.92,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2519","NODE_3079_length_1720_cov_4_909921_S010-136",1720,1,4,1,0,"Low-quality","Genome-fragment",4.42,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2520","NODE_3225_length_1659_cov_170_566372_S010-136",1659,1,2,2,0,"Low-quality","Genome-fragment",5.39,"AAI-based",0,"No","","","Lactococcus virus Sl4","Viruses; Caudovirales; Siphoviridae; Skunavirus"
"2521","NODE_3294_length_1635_cov_3_735558_S010-136",1635,1,4,3,0,"Low-quality","Genome-fragment",4.31,"AAI-based",0,"No","","","Caudovirales","Caudovirales"
"2522","NODE_3402_length_1595_cov_208_395257_S010-136",1595,1,3,2,0,"Low-quality","Genome-fragment",5.01,"AAI-based",0,"No","","","Lactococcus phage 936 group phage PhiJF1","Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus"
